id, address, area, category, base price, sale price, competitors count, notes
N1020306, 臺北市松山區西松段一小段5113建號, 約378.69(含共有部分), , "100,795,920", , , 
N1020306, 臺北市松山區西松段一小段6-2地號, "3,987(持分819/100000)", 第三之ㄧ種住宅區, "100,795,920", , , 
N1020306, 臺北市松山區西松段一小段6-3地號, "5,866(持分819/100000)", 第三種住宅區, "100,795,920", , , 
N1020307, 臺北市松山區西松段一小段5114建號, 約228.29(含共有部分), , "69,070,562", , , 
N1020307, 臺北市松山區西松段一小段6-2地號, "3,987(持分494/100000)", 第三之ㄧ種住宅區, "69,070,562", , , 
N1020307, 臺北市松山區西松段一小段6-3地號, "5,866(持分494/100000)", 第三種住宅區, "69,070,562", , , 
N1020308, 臺北市松山區西松段一小段5115建號, 約239.40(含共有部分), , "72,418,307", , , 
N1020308, 臺北市松山區西松段一小段6-2地號, "3,987(持分518/100000)", 第三之ㄧ種住宅區, "72,418,307", , , 
N1020308, 臺北市松山區西松段一小段6-3地號, "5,866(持分518/100000)", 第三種住宅區, "72,418,307", , , 
N1020309, 臺北市松山區西松段一小段5116建號, 約287.22(含共有部分), , "86,884,072", , , 
N1020309, 臺北市松山區西松段一小段6-2地號, "3,987(持分621/100000)", 第三之ㄧ種住宅區, "86,884,072", , , 
N1020309, 臺北市松山區西松段一小段6-3地號, "5,866(持分621/100000)", 第三種住宅區, "86,884,072", , , 
N1020310, 臺北市松山區西松段一小段5117建號, 約107.64(含共有部分), , "32,560,939", "32,880,000", 1, 
N1020310, 臺北市松山區西松段一小段6-2地號, "3,987(持分233/100000)", 第三之ㄧ種住宅區, "32,560,939", "32,880,000", 1, 
N1020310, 臺北市松山區西松段一小段6-3地號, "5,866(持分233/100000)", 第三種住宅區, "32,560,939", "32,880,000", 1, 
N1020311, 臺北市松山區西松段一小段5118建號, 約277.99(含共有部分), , "84,078,917", , , 
N1020311, 臺北市松山區西松段一小段6-2地號, "3,987(持分601/100000)", 第三之ㄧ種住宅區, "84,078,917", , , 
N1020311, 臺北市松山區西松段一小段6-3地號, "5,866(持分601/100000)", 第三種住宅區, "84,078,917", , , 
N1020312, 臺北市松山區西松段一小段5119建號, 約413.17(含共有部分), , "124,970,959", , , 
N1020312, 臺北市松山區西松段一小段6-2地號, "3,987(持分893/100000)", 第三之ㄧ種住宅區, "124,970,959", , , 
N1020312, 臺北市松山區西松段一小段6-3地號, "5,866(持分893/100000)", 第三種住宅區, "124,970,959", , , 
N1020313, 臺北市松山區西松段一小段5120建號, 約111.42(含共有部分), , "33,704,350", "37,080,000", 7, 
N1020313, 臺北市松山區西松段一小段6-2地號, "3,987(持分241/100000)", 第三之ㄧ種住宅區, "33,704,350", "37,080,000", 7, 
N1020313, 臺北市松山區西松段一小段6-3地號, "5,866(持分241/100000)", 第三種住宅區, "33,704,350", "37,080,000", 7, 
N1020314, 臺北市松山區西松段一小段5121建號, 約282.99(含共有部分), , "85,604,393", "87,227,777", 1, 
N1020314, 臺北市松山區西松段一小段6-2地號, "3,987(持分612/100000)", 第三之ㄧ種住宅區, "85,604,393", "87,227,777", 1, 
N1020314, 臺北市松山區西松段一小段6-3地號, "5,866(持分612/100000)", 第三種住宅區, "85,604,393", "87,227,777", 1, 
N1020315, 臺北市松山區西松段一小段5122建號, 約152.18(含共有部分), , "46,034,344", "57,570,000", 11, 
N1020315, 臺北市松山區西松段一小段6-2地號, "3,987(持分329/100000)", 第三之ㄧ種住宅區, "46,034,344", "57,570,000", 11, 
N1020315, 臺北市松山區西松段一小段6-3地號, "5,866(持分329/100000)", 第三種住宅區, "46,034,344", "57,570,000", 11, 
N1020316, 臺北市松山區西松段一小段5123建號, "約3,548.31(含共有部分)", , "708,414,466", , , 
